"Name";"Source";"Size";"Type";"Alignment";"AC";"HP";"Speed";"Strength";"Dexterity";"Constitution";"Intelligence";"Wisdom";"Charisma";"Saving Throws";"Skills";"Damage Vulnerabilities";"Damage Resistances";"Damage Immunities";"Condition Immunities";"Senses";"Languages";"CR";"Traits";"Actions";"Bonus Actions";"Reactions";"Legendary Actions";"Mythic Actions";"Lair Actions";"Regional Effects";"Environment"
"Vegepygmy Chief";"VGM";"Small";"Plant";"neutral";"14 (natural armor)";"33 (6d6 + 12)";"30 ft.";"14";"14";"14";"7";"12";"9";"";"Perception +3, Stealth +4";"";"lightning, piercing";"";"";"darkvision 60 ft., passive Perception 13";"Vegepygmy";"2 (450 XP)";" Plant Camouflage. The vegepygmy has advantage on Dexterity (Stealth) checks it makes in any terrain with ample obscuring plant life. Regeneration. The vegepygmy regains 5 hit points at the start of its turn. If it takes cold, fire, or necrotic damage, this trait doesn't function at the start of the vegepygmy's next turn. The vegepygmy dies only if it starts its turn with 0 hit points and doesn't regenerate.";" Multiattack. The vegepygmy makes two attacks with its claws or two melee attacks with its spear. Claws. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) slashing damage. Spear. Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 5 (1d6 + 2) piercing damage, or 6 (1d8 + 2) piercing damage if used with two hands to make a melee attack. Spores (1/Day). A 15-foot-radius cloud of toxic spores extends out from the vegepygmy. The spores spread around corners. Each creature in that area that isn't a plant must succeed on a DC 12 Constitution saving throw or be poisoned. While poisoned in this way, a target takes 9 (2d8) poison damage at the start of each of its turns. A target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.";"";"";"";"";"";"";"Forest, Swamp"
"Velociraptor";"MPMM";"Tiny";"Beast (Dinosaur)";"unaligned";"13 (natural armor)";"10 (3d4 + 3)";"30 ft.";"6";"14";"13";"4";"12";"6";"";"Perception +3";"";"";"";"";"passive Perception 13";"—";"1/4 (50 XP)";" Pack Tactics. The velociraptor has advantage on an attack roll against a creature if at least one of the velociraptor's allies is within 5 feet of the creature and the ally isn't incapacitated.";" Multiattack. The velociraptor makes one Bite attack and one Claw attack. Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 5 (1d6 + 2) piercing damage. Claw. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) slashing damage.";"";"";"";"";"";"";"Forest, Grassland"
"Velociraptor";"VGM";"Tiny";"Beast";"unaligned";"13 (natural armor)";"10 (3d4 + 3)";"30 ft.";"6";"14";"13";"4";"12";"6";"";"Perception +3";"";"";"";"";"passive Perception 13";"—";"1/4 (50 XP)";" Pack Tactics. The velociraptor has advantage on an attack roll against a creature if at least one of the velociraptor's allies is within 5 feet of the creature and the ally isn't incapacitated.";" Multiattack. The velociraptor makes two attacks: one with its bite and one with its claws. Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 5 (1d6 + 2) piercing damage. Claws. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) slashing damage.";"";"";"";"";"";"";"Forest, Grassland"
"Venom Troll";"MPMM";"Large";"Giant";"chaotic evil";"15 (natural armor)";"94 (9d10 + 45)";"30 ft.";"18";"13";"20";"7";"9";"7";"";"Perception +2";"";"";"poison";"poisoned";"darkvision 60 ft., passive Perception 12";"Giant";"7 (2,900 XP)";" Poison Splash. When the troll takes damage of any type but psychic, each creature within 5 feet of the troll takes 9 (2d8) poison damage. Regeneration. The troll regains 10 hit points at the start of each of its turns. If the troll takes acid or fire damage, this trait doesn't function at the start of the troll's next turn. The troll dies only if it starts its turn with 0 hit points and doesn't regenerate.";" Multiattack. The troll makes one Bite attack and two Claw attacks. Bite. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 7 (1d6 + 4) piercing damage plus 4 (1d8) poison damage, and the creature is poisoned until the start of the troll's next turn. Claws. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage plus 4 (1d8) poison damage. Venom Spray (Recharge 6). The troll slices itself with a claw, releasing a spray of poison in a 15-foot cube. The troll takes 7 (2d6) slashing damage (this damage can't be reduced in any way). Each creature in the area must make a DC 16 Constitution saving throw. On a failed save, a creature takes 18 (4d8) poison damage and is poisoned for 1 minute. On a successful save, the creature takes half as much damage and isn't poisoned. A poisoned creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.";"";"";"";"";"";"";"Forest, Swamp, Underdark"
"Venom Troll";"MTF";"Large";"Giant";"chaotic evil";"15 (natural armor)";"94 (9d10 + 45)";"30 ft.";"18";"13";"20";"7";"9";"7";"";"Perception +2";"";"";"poison";"poisoned";"darkvision 60 ft., passive Perception 12";"Giant";"7 (2,900 XP)";" Keen Smell. The troll has advantage on Wisdom (Perception) checks that rely on smell. Poison Splash. When the troll takes damage of any type but psychic, each creature within 5 feet of the troll takes 9 (2d8) poison damage. Regeneration. The troll regains 10 hit points at the start of each of its turns. If the troll takes acid or fire damage, this trait doesn't function at the start of the troll's next turn. The troll dies only if it starts its turn with 0 hit points and doesn't regenerate.";" Multiattack. The troll makes three attacks: one with its bite and two with its claws. Bite. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 7 (1d6 + 4) piercing damage plus 4 (1d8) poison damage, and the creature is poisoned until the start of the troll's next turn. Claws. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage plus 4 (1d8) poison damage. Venom Spray (Recharge 6). The troll slices itself with a claw, releasing a spray of poison in a 15-foot cube. The troll takes 7 (2d6) slashing damage (this damage can't be reduced in any way). Each creature in the area must make a DC 16 Constitution saving throw. On a failed save, a creature takes 18 (4d8) poison damage and is poisoned for 1 minute. On a successful save, the creature takes half as much damage and isn't poisoned. A poisoned creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.";"";"";"";"";"";"";"Forest, Swamp, Underdark"
"Veteran";"MM";"Medium";"Humanoid (Any Race)";"any alignment";"17 (splint armor)";"58 (9d8 + 18)";"30 ft.";"16";"13";"14";"10";"11";"10";"";"Athletics +5, Perception +2";"";"";"";"";"passive Perception 12";"any one language (usually Common)";"3 (700 XP)";"";" Multiattack. The veteran makes two longsword attacks. If it has a shortsword drawn, it can also make a shortsword attack. Longsword. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) slashing damage, or 8 (1d10 + 3) slashing damage if used with two hands. Shortsword. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) piercing damage. Heavy Crossbow. Ranged Weapon Attack: +3 to hit, range 100/400 ft., one target. Hit: 6 (1d10 + 1) piercing damage.";"";"";"";"";"";"";"Arctic, Coastal, Forest, Grassland, Hill, Mountain, Underdark, Urban"
"Viari";"AI";"Medium";"Humanoid (Human)";"chaotic good";"18 (+1 studded leather; 19 while wielding two melee weapons)";"65 (10d8 + 20)";"30 ft.";"12";"20";"14";"10";"8";"14";"Dex +8, Int +3";"Acrobatics +11, Athletics +7, Perception +5, Performance +5, Persuasion +5, Sleight of Hand +11, Stealth +8";"";"";"";"";"passive Perception 15";"Common, Draconic, Thieves' cant";"5 (1,800 XP)";" Evasion. If Viari is subjected to an effect that allows him to make a Dexterity saving throw to take only half damage, he instead takes no damage if he succeeds on the saving throw, and only half damage if he fails. He can't use this trait if he's incapacitated. Second-Story Work. Climbing does not cost Viari extra movement. Additionally, when he makes a running jump, the distance he covers increases by 5 feet. Sneak Attack (1/Turn). Viari deals an extra 14 (4d6) damage when he hits a target with a weapon attack and has advantage on the attack roll, or when the target is within 5 feet of an ally of Viari that isn't incapacitated and Viari doesn't have disadvantage on the attack roll.";" Multiattack. Viari makes two attacks with his shortsword and two attacks with his rapier. +1 Shortsword. Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 9 (1d6 + 6) piercing damage. Rapier. Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 9 (1d8 + 5) piercing damage. Dagger. Melee or Ranged Weapon Attack: +8 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 7 (1d4 + 5) piercing damage.";"";" Uncanny Dodge. Viari halves the damage that he takes from an attack that hits him. He must be able to see the attacker.";"";"";"";"";""
"Vine Blight";"MM";"Medium";"Plant";"neutral evil";"12 (natural armor)";"26 (4d8 + 4)";"10 ft.";"15";"8";"14";"5";"10";"3";"";"Stealth +1";"";"";"";"blinded, deafened";"blindsight 60 ft. (blind beyond this radius), passive Perception 10";"Common";"1/2 (100 XP)";" False Appearance. While the blight remains motionless, it is indistinguishable from a tangle of vines.";" Constrict. Melee Weapon Attack: +4 to hit, reach 10 ft., one target. Hit: 9 (2d6 + 2) bludgeoning damage, and a Large or smaller target is grappled (escape DC 12). Until this grapple ends, the target is restrained, and the blight can't constrict another target. Entangling Plants (Recharge 5–6). Grasping roots and vines sprout in a 15-foot radius centered on the blight, withering away after 1 minute. For the duration, that area is difficult terrain for nonplant creatures. In addition, each creature of the blight's choice in that area when the plants appear must succeed on a DC 12 Strength saving throw or become restrained. A creature can use its action to make a DC 12 Strength check, freeing itself or another entangled creature within reach on a success.";"";"";"";"";"";"";"Forest"
"Violet Fungus";"MM";"Medium";"Plant";"unaligned";"5";"18 (4d8)";"5 ft.";"3";"1";"10";"1";"3";"1";"";"";"";"";"";"blinded, deafened, frightened";"blindsight 30 ft. (blind beyond this radius), passive Perception 6";"—";"1/4 (50 XP)";" False Appearance. While the violet fungus remains motionless, it is indistinguishable from an ordinary fungus.";" Multiattack. The fungus makes 1d4 Rotting Touch attacks. Rotting Touch. Melee Weapon Attack: +2 to hit, reach 10 ft., one creature. Hit: 4 (1d8) necrotic damage.";"";"";"";"";"";"";"Underdark"
"Void Scavver";"BAM";"Huge";"Monstrosity";"unaligned";"15 (natural armor)";"157 (15d12 + 60)";"0 ft., fly 40 ft.";"22";"16";"19";"4";"13";"5";"";"Perception +5, Stealth +11";"";"";"";"";"darkvision 120 ft., passive Perception 15";"—";"11 (7,200 XP)";" Unusual Nature. The scavver doesn't require air.";" Swallowing Bite. Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 45 (6d12 + 6) piercing damage. If the target is a Large or smaller creature, it must succeed on a DC 16 Dexterity saving throw or be swallowed by the scavver. The scavver can have one creature swallowed at a time.A swallowed creature is blinded and restrained, has total cover against attacks and other effects outside the scavver, and takes 11 (2d10) acid damage at the start of each of the scavver's turns from the digestive juices in the scavver's gullet.If the scavver takes 25 damage or more on a single turn from a creature inside it, the scavver must succeed on a DC 20 Constitution saving throw at the end of that turn or regurgitate the swallowed creature, which falls prone in a space within 10 feet of the scavver. If the scavver dies, a swallowed creature is no longer restrained by it and can escape from the corpse by using 10 feet of movement, exiting prone.";" Ray of Fear (Recharge 4–6). The scavver's eye emits an invisible, magical ray that targets one creature the scavver can see within 60 feet of itself. The target must succeed on a DC 16 Wisdom saving throw or be frightened of the scavver until the start of the scavver's next turn.";"";"";"";"";"";""
